Rank;ESRB_Rating;Critic_Score;User_Score;url
8214;T;6;0;http://www.vgchartz.com/game/115/army-men-sarges-heroes-2/?region=All
8215;M;0;0;http://www.vgchartz.com/game/24539/stormrise/?region=All
8216;NA;NC;NS;No_URL
8217;E;8.8;0;http://www.vgchartz.com/game/13659/winning-eleven-pro-evolution-soccer-2007/?region=All
8218;T;6.5;0;http://www.vgchartz.com/game/46329/green-lantern-rise-of-the-manhunters/?region=All
8219;NA;0;0;http://www.vgchartz.com/game/53215/monkey-island-special-edition-collection/?region=All
8220;T;0;0;http://www.vgchartz.com/game/30925/broken-sword-shadows-of-the-templars-the-directors-cut/?region=All
8221;E;0;0;http://www.vgchartz.com/game/30214/the-wild-thornberrys-animal-adventures/?region=All
8222;E;6;0;http://www.vgchartz.com/game/48479/motogp-1011/?region=All
8223;NA;0;0;http://www.vgchartz.com/game/86391/jikkyou-powerful-pro-baseball-2016/?region=All
8224;E;0;0;http://www.vgchartz.com/game/29538/sega-bass-fishing-duel/?region=All
8225;E10;6.3;0;http://www.vgchartz.com/game/2337/teen-titans/?region=All
8226;T;0;0;http://www.vgchartz.com/game/84574/hyperdimension-neptunia-u-action-unleashed/?region=All
8227;E;0;0;http://www.vgchartz.com/game/28414/sports-illustrated-for-kids-baseball/?region=All
8228;M;4.8;0;http://www.vgchartz.com/game/33959/fairytale-fights/?region=All
8229;E;0;0;http://www.vgchartz.com/game/5320/mark-davis-pro-bass-challenge/?region=All
8230;E;0;0;http://www.vgchartz.com/game/5657/rugrats-royal-ransom/?region=All
8231;T;0;0;http://www.vgchartz.com/game/31775/warriors-of-might-and-magic/?region=All
8232;E10;6.4;0;http://www.vgchartz.com/game/1682/open-season/?region=All
8233;T;0;0;http://www.vgchartz.com/game/16983/the-chronicles-of-narnia-prince-caspian/?region=All
8234;T;0;0;http://www.vgchartz.com/game/85974/back-to-the-future-the-game/?region=All
8235;E10;0;0;http://www.vgchartz.com/game/73063/project-spark/?region=All
8236;E;0;0;http://www.vgchartz.com/game/47519/backyard-sports-football-rookie-rush/?region=All
8237;T;0;0;http://www.vgchartz.com/game/2244/street-fighter-the-movie/?region=All
8238;E10;0;0;http://www.vgchartz.com/game/15974/lost-in-blue-3/?region=All
8239;E;0;0;http://www.vgchartz.com/game/5990/world-championship-poker/?region=All
8240;NA;0;0;http://www.vgchartz.com/game/4328/global-defence-force/?region=All
8241;E;0;0;http://www.vgchartz.com/game/26758/rapala-fishing-frenzy-2009/?region=All
8242;E;7.3;0;http://www.vgchartz.com/game/5313/major-league-baseball-2k6/?region=All
8243;E;0;0;http://www.vgchartz.com/game/29990/major-league-baseball-2k9/?region=All
8244;NA;0;0;http://www.vgchartz.com/game/34406/saga-2-hihou-densetsu-goddess-of-destiny/?region=All
8245;E;0;0;http://www.vgchartz.com/game/2077/smash-court-tennis-pro-tournament/?region=All
8246;M;4;0;http://www.vgchartz.com/game/48394/the-cursed-crusade/?region=All
8247;NA;0;0;http://www.vgchartz.com/game/46952/super-robot-taisen-l/?region=All
8248;E10;7.2;0;http://www.vgchartz.com/game/2387/the-grim-adventures-of-billy-amp-mandy/?region=All
8249;E;0;0;http://www.vgchartz.com/game/1522/nba-inside-drive-2004/?region=All
8250;NA;0;0;http://www.vgchartz.com/game/4556/the-king-of-fighters-97/?region=All
8251;T;7.3;0;http://www.vgchartz.com/game/47140/dungeon-siege-iii/?region=All
8252;T;0;0;http://www.vgchartz.com/game/70250/cabelas-big-game-hunter-hunting-party/?region=All
8253;T;0;0;http://www.vgchartz.com/game/30363/time-commando/?region=All
8254;E;0;0;http://www.vgchartz.com/game/7228/professional-fishermans-tour-northern-hemisphere/?region=All
8255;E10;0;0;http://www.vgchartz.com/game/18430/iron-chef-america-supreme-cuisine/?region=All
8256;NA;0;0;http://www.vgchartz.com/game/3574/kekkaishi-karasumori-ayakashi-kidan/?region=All
8257;E;0;0;http://www.vgchartz.com/game/909/gretzky-nhl-2005/?region=All
8258;T;0;0;http://www.vgchartz.com/game/21589/facebreaker/?region=All
8259;E10;0;0;http://www.vgchartz.com/game/38116/squeeballs-party/?region=All
8260;E;5.3;0;http://www.vgchartz.com/game/17668/ncaa-football-09-all-play/?region=All
8261;NA;0;0;http://www.vgchartz.com/game/84443/yakuza-zero-the-place-of-oath/?region=All
8262;E;0;0;http://www.vgchartz.com/game/5830/the-hobbit/?region=All
8263;M;0;0;http://www.vgchartz.com/game/38647/the-secret-world/?region=All
8264;E10;0;0;http://www.vgchartz.com/game/24125/nhl-2k9/?region=All
8265;T;0;0;http://www.vgchartz.com/game/6026/x-men-the-official-game/?region=All
8266;M;0;0;http://www.vgchartz.com/game/4634/true-crime-new-york-city/?region=All
8267;T;0;0;http://www.vgchartz.com/game/5348/metal-arms-glitch-in-the-system/?region=All
8268;E10;4.8;0;http://www.vgchartz.com/game/45677/playstation-move-heroes/?region=All
8269;NA;0;0;http://www.vgchartz.com/game/71133/the-idolmster-shiny-festa-honey-sound-funky-note-groovy-tune/?region=All
8270;E;5;0;http://www.vgchartz.com/game/36106/ice-age-dawn-of-the-dinosaurs/?region=All
8271;E;6;0;http://www.vgchartz.com/game/13851/espn-final-round-golf-2002/?region=All
8272;T;0;0;http://www.vgchartz.com/game/7656/mdk2-armageddon/?region=All
8273;M;0;0;http://www.vgchartz.com/game/31233/exhibition-volume-02/?region=All
8274;M;0;0;http://www.vgchartz.com/game/35476/watchmen-the-end-is-nigh-the-complete-experience/?region=All
8275;T;0;0;http://www.vgchartz.com/game/5105/fight-night-round-2/?region=All
8276;E;0;0;http://www.vgchartz.com/game/2260/sudoku-gridmaster/?region=All
8277;E;0;0;http://www.vgchartz.com/game/14895/disneys-atlantis-the-lost-empire/?region=All
8278;NA;0;0;http://www.vgchartz.com/game/4092/power-pro-kun-pocket/?region=All
8279;NA;0;0;http://www.vgchartz.com/game/4556/the-king-of-fighters-97/?region=All
8280;NA;0;0;http://www.vgchartz.com/game/47152/tamagotchi-no-narikiri-challenge/?region=All
8281;E10;0;0;http://www.vgchartz.com/game/25911/goosebumps-horrorland/?region=All
8282;NA;NC;NS;No_URL
8283;NA;0;0;http://www.vgchartz.com/game/4364/space-battleship-yamato-harukanaru-hoshi-iscandar/?region=All
8284;NA;0;0;http://www.vgchartz.com/game/4362/sound-novel-evolution-1-otogirisou-sosei-hen/?region=All
8285;M;7.5;0;http://www.vgchartz.com/game/12467/dementium-the-ward/?region=All
8286;M;0;0;http://www.vgchartz.com/game/5601/psi-ops-the-mindgate-conspiracy/?region=All
8287;M;0;0;http://www.vgchartz.com/game/5793/swat-global-strike-team/?region=All
8288;E10;0;0;http://www.vgchartz.com/game/44094/despicable-me-the-game/?region=All
8289;E;0;0;http://www.vgchartz.com/game/5407/mx-world-tour-featuring-jamie-little/?region=All
8290;T;7.4;0;http://www.vgchartz.com/game/5157/goblin-commander-unleash-the-horde/?region=All
8291;E;0;0;http://www.vgchartz.com/game/15161/hello-kitty-happy-party-pals/?region=All
8292;E;0;0;http://www.vgchartz.com/game/38112/ringling-bros-and-barnum-amp-bailey-circus-friends/?region=All
8293;E;0;0;http://www.vgchartz.com/game/25515/backyard-nfl-football-09/?region=All
8294;T;0;0;http://www.vgchartz.com/game/19156/world-destruction-league-thunder-tanks/?region=All
8295;NA;NC;NS;No_URL
8296;T;0;0;http://www.vgchartz.com/game/48681/age-of-empires-iii-complete-collection/?region=All
8297;E;0;0;http://www.vgchartz.com/game/769/finding-nemo-escape-to-the-big-blue/?region=All
8298;E;0;0;http://www.vgchartz.com/game/33487/backyard-baseball-10/?region=All
8299;M;0;0;http://www.vgchartz.com/game/4164/resident-evil-directors-cut-dual-shock-edition/?region=All
8300;T;6.4;0;http://www.vgchartz.com/game/44086/the-lord-of-the-rings-aragorns-quest/?region=All
8301;E;7.7;0;http://www.vgchartz.com/game/5935/top-spin-2/?region=All
8302;M;0;0;http://www.vgchartz.com/game/27613/n3-ii-ninety-nine-nights/?region=All
8303;NA;0;0;http://www.vgchartz.com/game/4551/the-king-of-fighters-95/?region=All
8304;M;0;0;http://www.vgchartz.com/game/5639/roadkill/?region=All
8305;NA;0;0;http://www.vgchartz.com/game/3472/hanjuku-eiyuu-tai-3d/?region=All
8306;T;5.7;0;http://www.vgchartz.com/game/3464/hackgu-vol3redemption/?region=All
8307;E;0;0;http://www.vgchartz.com/game/44992/chuck-e-cheeses-party-games/?region=All
8308;NA;0;0;http://www.vgchartz.com/game/4468/super-robot-taisen-compact-2-dai-1-bu/?region=All
8309;E;0;0;http://www.vgchartz.com/game/5274/looney-tunes-back-in-action/?region=All
8310;E;0;0;http://www.vgchartz.com/game/15005/tak-the-great-juju-challenge/?region=All
8311;NA;0;0;http://www.vgchartz.com/game/37489/macross-ultimate-frontier/?region=All
8312;T;0;0;http://www.vgchartz.com/game/25874/cabelas-legendary-adventures/?region=All
8313;E;0;0;http://www.vgchartz.com/game/46904/jillian-michaels-fitness-ultimatum-2011/?region=All
8314;T;7.4;0;http://www.vgchartz.com/game/13150/pursuit-force-extreme-justice/?region=All
8315;E;5.2;0;http://www.vgchartz.com/game/42981/backbreaker/?region=All
8316;M;0;0;http://www.vgchartz.com/game/1005/hunter-the-reckoning-redeemer/?region=All
8317;NA;NC;NS;No_URL
8318;E10;7.2;0;http://www.vgchartz.com/game/5521/nhl-07/?region=All
8319;E;8.3;0;http://www.vgchartz.com/game/75251/pro-evolution-soccer-2014/?region=All
8320;E;0;0;http://www.vgchartz.com/game/4605/tokyo-xtreme-racer/?region=All
8321;T;0;0;http://www.vgchartz.com/game/3299/fighter-maker/?region=All
8322;E;6;0;http://www.vgchartz.com/game/12577/bee-movie-game/?region=All
8323;E;0;0;http://www.vgchartz.com/game/39744/backyard-nfl-football-10/?region=All
8324;E;0;0;http://www.vgchartz.com/game/29836/professor-heinz-wolffs-gravity/?region=All
8325;M;0;0;http://www.vgchartz.com/game/2420/thief-deadly-shadows/?region=All
8326;NA;0;0;http://www.vgchartz.com/game/31185/buzz-brain-of-the-uk/?region=All
8327;E;8.2;0;http://www.vgchartz.com/game/27776/nba-09-the-inside/?region=All
8328;E10;0;0;http://www.vgchartz.com/game/71080/transformers-prime/?region=All
8329;T;0;0;http://www.vgchartz.com/game/4858/batman-begins/?region=All
8330;T;0;0;http://www.vgchartz.com/game/78840/transformer-rise-of-the-dark-spark/?region=All
8331;E;0;0;http://www.vgchartz.com/game/864/glover/?region=All
8332;NA;0;0;http://www.vgchartz.com/game/26791/dragon-ball-gt-game-boy-advance-video-volume-1/?region=All
8333;E;0;0;http://www.vgchartz.com/game/27865/luxor-3/?region=All
8334;E;0;0;http://www.vgchartz.com/game/21935/bratz-kidz/?region=All
8335;M;4.8;0;http://www.vgchartz.com/game/33959/fairytale-fights/?region=All
8336;T;0;0;http://www.vgchartz.com/game/1048/james-camerons-dark-angel/?region=All
8337;E;7;0;http://www.vgchartz.com/game/35516/motogp-0910/?region=All
8338;NA;0;0;http://www.vgchartz.com/game/3696/mahjong-fight-club/?region=All
8339;E;0;0;http://www.vgchartz.com/game/2697/world-driver-championship/?region=All
8340;E;0;0;http://www.vgchartz.com/game/19776/bomberman-64-the-second-attack/?region=All
8341;M;0;0;http://www.vgchartz.com/game/2543/turok-3-shadow-of-oblivion/?region=All
8342;M;0;0;http://www.vgchartz.com/game/5721/spawn-armageddon/?region=All
8343;E;0;0;http://www.vgchartz.com/game/26523/codename-kids-next-door-game-boy-advance-video-volume-1/?region=All
8344;E;0;0;http://www.vgchartz.com/game/23918/zoo-hospital/?region=All
8345;NA;NC;NS;No_URL
8346;T;0;0;http://www.vgchartz.com/game/71066/time-and-eternity/?region=All
8347;E;0;0;http://www.vgchartz.com/game/29990/major-league-baseball-2k9/?region=All
8348;NA;0;0;http://www.vgchartz.com/game/42523/gundam-assault-survive/?region=All
8349;E;0;0;http://www.vgchartz.com/game/26087/disney-thnk-fast-the-ultimate-trivia-showdown/?region=All
8350;NA;NC;NS;No_URL
8351;E;5;0;http://www.vgchartz.com/game/26744/disneys-home-on-the-range/?region=All
8352;E10;9.4;0;http://www.vgchartz.com/game/7308/sid-meiers-civilization-iv/?region=All
8353;NA;0;0;http://www.vgchartz.com/game/74991/jikkyou-powerful-pro-yakyuu-2013/?region=All
8354;E;0;0;http://www.vgchartz.com/game/4366/space-griffon-vf-9/?region=All
8355;E10;0;0;http://www.vgchartz.com/game/48444/family-feud-decades/?region=All
8356;E;0;0;http://www.vgchartz.com/game/85802/nba-live-16/?region=All
8357;M;0;0;http://www.vgchartz.com/game/46733/csi-fatal-conspiracy/?region=All
8358;E;0;0;http://www.vgchartz.com/game/47258/solitaire-overload-plus/?region=All
8359;T;6.6;0;http://www.vgchartz.com/game/3462/hackgu-vol1rebirth/?region=All
8360;NA;0;0;http://www.vgchartz.com/game/27078/gyakuten-saiban-3/?region=All
8361;E;0;0;http://www.vgchartz.com/game/27994/tak-mojo-mistake/?region=All
8362;E;0;0;http://www.vgchartz.com/game/3383/gallop-racer-2001/?region=All
8363;M;0;0;http://www.vgchartz.com/game/24466/nightmare-creatures-ii/?region=All
8364;E;7.4;0;http://www.vgchartz.com/game/28181/marble-saga-kororinpa/?region=All
8365;E10;0;0;http://www.vgchartz.com/game/830/fuzion-frenzy-2/?region=All
8366;T;4.6;0;http://www.vgchartz.com/game/4951/catwoman/?region=All
8367;E;0;0;http://www.vgchartz.com/game/31019/monsters-vs-aliens/?region=All
8368;E10;0;0;http://www.vgchartz.com/game/70608/country-dance-all-stars/?region=All
8369;E;0;0;http://www.vgchartz.com/game/21425/garfield-lasagna-world-tour/?region=All
8370;NA;0;0;http://www.vgchartz.com/game/28602/teenage-mutant-ninja-turtles-game-boy-advance-video-volume-1/?region=All
8371;E;0;0;http://www.vgchartz.com/game/74973/disneys-planes/?region=All
8372;E;6;0;http://www.vgchartz.com/game/15990/bomberman-land/?region=All
8373;NA;0;0;http://www.vgchartz.com/game/2935/bomberman-b-daman/?region=All
8374;T;0;0;http://www.vgchartz.com/game/5815/terminator-3-the-redemption/?region=All
8375;T;0;0;http://www.vgchartz.com/game/19156/world-destruction-league-thunder-tanks/?region=All
8376;M;0;0;http://www.vgchartz.com/game/2898/beat-down-fists-of-vengeance/?region=All
8377;M;0;0;http://www.vgchartz.com/game/49567/reloaded/?region=All
8378;NA;0;0;http://www.vgchartz.com/game/3578/sword-of-the-samurai/?region=All
8379;NA;0;0;http://www.vgchartz.com/game/85286/motogp-15/?region=All
8380;E10;0;0;http://www.vgchartz.com/game/5754/ssx-on-tour/?region=All
8381;E;0;0;http://www.vgchartz.com/game/7525/hot-wheels-beat-that/?region=All
8382;E10;7;0;http://www.vgchartz.com/game/33158/g-force/?region=All
8383;T;0;0;http://www.vgchartz.com/game/6199/james-bond-007-everything-or-nothing/?region=All
8384;NA;0;0;http://www.vgchartz.com/game/13443/naruto-shippuden-ultimate-ninja-5/?region=All
8385;T;3;0;http://www.vgchartz.com/game/2045/shrek-extra-large/?region=All
8386;NA;7.5;0;http://www.vgchartz.com/game/3317/final-fantasy-v/?region=All
8387;E;0;0;http://www.vgchartz.com/game/2717/world-tour-soccer-2006/?region=All
8388;T;6.1;0;http://www.vgchartz.com/game/936/gunvalkyrie/?region=All
8389;NA;NC;NS;No_URL
8390;E;0;0;http://www.vgchartz.com/game/13747/vr-golf-97/?region=All
8391;E10;0;0;http://www.vgchartz.com/game/51924/michael-jackson-the-experience-3d/?region=All
8392;M;8;0;http://www.vgchartz.com/game/5776/state-of-emergency/?region=All
8393;T;0;0;http://www.vgchartz.com/game/83260/digimon-story-cyber-sleuth/?region=All
8394;M;0;0;http://www.vgchartz.com/game/43645/off-world-interceptor-extreme/?region=All
8395;E10;0;0;http://www.vgchartz.com/game/47050/bakugan-battle-brawlers-defenders-of-the-core/?region=All
8396;E;0;0;http://www.vgchartz.com/game/3101/disney-golf/?region=All
8397;E;0;0;http://www.vgchartz.com/game/25904/the-naked-brothers-band-the-video-game/?region=All
8398;E10;7.4;0;http://www.vgchartz.com/game/3029/custom-robo-arena/?region=All
8399;M;4.4;0;http://www.vgchartz.com/game/3006/clock-tower-ii-the-struggle-within/?region=All
8400;E;0;0;http://www.vgchartz.com/game/17313/batman-beyond-return-of-the-joker/?region=All
8401;E10;0;0;http://www.vgchartz.com/game/6133/surfs-up/?region=All
8402;NA;0;0;http://www.vgchartz.com/game/86391/jikkyou-powerful-pro-baseball-2016/?region=All
8403;E;0;0;http://www.vgchartz.com/game/1304/mega-man-network-transmission/?region=All
8404;NA;0;0;http://www.vgchartz.com/game/40393/im-a-celebrity-get-me-out-of-here/?region=All
8405;T;7.4;0;http://www.vgchartz.com/game/1814/pursuit-force/?region=All
8406;NA;0;0;http://www.vgchartz.com/game/3651/densetsu-no-stafi-4/?region=All
8407;M;0;0;http://www.vgchartz.com/game/28285/shin-megami-tensei-devil-summoner-2-raidou-kuzunoha-vs-king-abaddon-jp-sales/?region=All
8408;T;0;0;http://www.vgchartz.com/game/44957/naval-assault-the-killing-tide/?region=All
8409;NA;0;0;http://www.vgchartz.com/game/4602/tokimeki-memorial-private-collection/?region=All
8410;E;0;0;http://www.vgchartz.com/game/30993/rc-revenge-pro/?region=All
8411;T;8.4;9.8;http://www.vgchartz.com/game/18897/valkyria-chronicles/?region=All
8412;T;0;0;http://www.vgchartz.com/game/24228/hellboy-the-science-of-evil/?region=All
8413;M;6;0;http://www.vgchartz.com/game/4846/backyard-wrestling-dont-try-this-at-home/?region=All
8414;E;7.2;0;http://www.vgchartz.com/game/2801/zoo-keeper/?region=All
8415;T;0;0;http://www.vgchartz.com/game/14207/gauntlet-dark-legacy/?region=All
8416;NA;0;0;http://www.vgchartz.com/game/85158/toukiden-kiwami/?region=All
8417;NA;0;0;http://www.vgchartz.com/game/3279/far-east-of-eden-ii-manji-maru/?region=All
8418;T;7.3;0;http://www.vgchartz.com/game/4206/lost-kingdoms/?region=All
8419;NA;0;0;http://www.vgchartz.com/game/51165/wrc-2-fia-world-rally-championship/?region=All
8420;T;6.4;0;http://www.vgchartz.com/game/25402/blood-bowl/?region=All
8421;E;0;0;http://www.vgchartz.com/game/27463/matchbox-cross-town-heroes/?region=All
8422;M;0;0;http://www.vgchartz.com/game/15103/wolfenstein-3d/?region=All
8423;NA;0;0;http://www.vgchartz.com/game/3938/nobunaga-no-yabou-tenshoki/?region=All
8424;E;0;0;http://www.vgchartz.com/game/43249/learning-to-spell/?region=All
8425;E;0;0;http://www.vgchartz.com/game/12598/go-diego-go-safari-rescue/?region=All
8426;NA;0;0;http://www.vgchartz.com/game/4450/super-power-league/?region=All
8427;E;0;0;http://www.vgchartz.com/game/35690/easy-piano/?region=All
8428;T;8.2;0;http://www.vgchartz.com/game/4391/street-fighter-alpha-2/?region=All
8429;NA;0;0;http://www.vgchartz.com/game/29690/dragon-quest-x/?region=All
8430;M;0;0;http://www.vgchartz.com/game/74802/payday-2/?region=All
8431;M;0;0;http://www.vgchartz.com/game/4806/25-to-life/?region=All
8432;NA;0;0;http://www.vgchartz.com/game/84901/sumikko-gurashi-koko-ga-ochitsukundesu/?region=All
8433;E;0;0;http://www.vgchartz.com/game/85476/nascar-15/?region=All
8434;E;0;0;http://www.vgchartz.com/game/28266/transformers-animated-the-game/?region=All
8435;T;4;0;http://www.vgchartz.com/game/6966/fracture/?region=All
8436;T;0;0;http://www.vgchartz.com/game/2010/sega-superstars/?region=All
8437;T;0;0;http://www.vgchartz.com/game/5356/midway-arcade-treasures/?region=All
8438;M;0;0;http://www.vgchartz.com/game/5271/leisure-suit-larry-magna-cum-laude/?region=All
8439;E;0;0;http://www.vgchartz.com/game/27522/mousetrap-operation-simon/?region=All
8440;E10;7.6;0;http://www.vgchartz.com/game/34611/klonoa/?region=All
8441;M;0;0;http://www.vgchartz.com/game/42057/splatterhouse/?region=All
8442;E;8.2;0;http://www.vgchartz.com/game/27776/nba-09-the-inside/?region=All
8443;E;0;0;http://www.vgchartz.com/game/13617/spyro-shadow-legacy/?region=All
8444;M;8.6;0;http://www.vgchartz.com/game/4156/resident-evil/?region=All
8445;T;0;0;http://www.vgchartz.com/game/74776/wildstar/?region=All
8446;T;6.3;0;http://www.vgchartz.com/game/128887/dragon-ball-fusions/?region=All
8447;T;0;0;http://www.vgchartz.com/game/46156/apache-air-assault/?region=All
8448;NA;0;0;http://www.vgchartz.com/game/4590/toeic-test-training-ds/?region=All
8449;NA;0;0;http://www.vgchartz.com/game/84805/jikkyou-powerful-pro-yakyuu-2014/?region=All
8450;M;0;0;http://www.vgchartz.com/game/85320/senran-kagura-estival-versus/?region=All
8451;NA;0;0;http://www.vgchartz.com/game/4295/itoi-shigesato-no-bass-tsuri-no-1/?region=All
8452;E;7.1;0;http://www.vgchartz.com/game/2842/cubivore-survival-of-the-fittest/?region=All
8453;T;0;0;http://www.vgchartz.com/game/71140/the-sims-3-seasons/?region=All
8454;M;0;0;http://www.vgchartz.com/game/49903/anarchy-reigns/?region=All
8455;T;0;0;http://www.vgchartz.com/game/5115/flatout/?region=All
8456;NA;NC;NS;No_URL
8457;E;0;0;http://www.vgchartz.com/game/26769/ncaa-basketball-09/?region=All
8458;E10;0;0;http://www.vgchartz.com/game/47050/bakugan-battle-brawlers-defenders-of-the-core/?region=All
8459;NA;0;0;http://www.vgchartz.com/game/20359/mr-dos-castle/?region=All
8460;NA;0;0;http://www.vgchartz.com/game/20234/death-trap/?region=All
8461;NA;0;0;http://www.vgchartz.com/game/20149/armor-ambush/?region=All
8462;NA;0;0;http://www.vgchartz.com/game/3992/parodius/?region=All
8463;E10;0;0;http://www.vgchartz.com/game/12298/thrillville-off-the-rails/?region=All
8464;T;0;0;http://www.vgchartz.com/game/70946/hyperdimension-neptunia-victory/?region=All
8465;E;5.5;0;http://www.vgchartz.com/game/5802/taz-wanted/?region=All
8466;NA;0;0;http://www.vgchartz.com/game/86346/mobile-suit-gundam-extreme-vs-force/?region=All
8467;E10;8.5;0;http://www.vgchartz.com/game/2049/sid-meiers-pirates/?region=All
8468;E;0;0;http://www.vgchartz.com/game/86265/mlb-16-the-show/?region=All
8469;NA;0;0;http://www.vgchartz.com/game/71680/phantasy-star-online-2/?region=All
8470;T;0;0;http://www.vgchartz.com/game/19484/vehicular-combat-league-presents-motor-mayhem/?region=All
8471;NA;0;0;http://www.vgchartz.com/game/4041/popolocrois-hajimari-no-bouken/?region=All
8472;E;0;0;http://www.vgchartz.com/game/30222/star-wars-super-bombad-racing/?region=All
8473;NA;0;0;http://www.vgchartz.com/game/13762/hamster-heroes/?region=All
8474;E;0;0;http://www.vgchartz.com/game/5200/hot-wheels-velocity-x/?region=All
8475;T;0;0;http://www.vgchartz.com/game/78379/ar-nosurge-ode-to-an-unborn-star/?region=All
8476;E10;0;0;http://www.vgchartz.com/game/38749/chaotic-shadow-warriors/?region=All
8477;M;0;0;http://www.vgchartz.com/game/23798/leisure-suit-larry-box-office-bust/?region=All
8478;M;5.2;0;http://www.vgchartz.com/game/17126/alien-resurrection/?region=All
8479;E;0;0;http://www.vgchartz.com/game/2716/world-tour-soccer-2005/?region=All
8480;T;0;0;http://www.vgchartz.com/game/606/dungeon-siege-throne-of-agony/?region=All
8481;E10;7.7;0;http://www.vgchartz.com/game/28264/spider-man-web-of-shadows-amazing-allies-edition/?region=All
8482;E;8.4;0;http://www.vgchartz.com/game/51210/f1-2011/?region=All
8483;E10;0;0;http://www.vgchartz.com/game/50248/rio/?region=All
8484;T;0;0;http://www.vgchartz.com/game/47243/gunslingers/?region=All
8485;E;0;0;http://www.vgchartz.com/game/46530/create/?region=All
8486;E10;7.8;0;http://www.vgchartz.com/game/40712/lufia-curse-of-the-sinistrals/?region=All
8487;T;8;0;http://www.vgchartz.com/game/45149/el-shaddai-ascension-of-the-metatron/?region=All
8488;E;0;0;http://www.vgchartz.com/game/5049/espn-college-hoops/?region=All
8489;T;6.4;0;http://www.vgchartz.com/game/46230/thor-god-of-thunder/?region=All
8490;NA;0;0;http://www.vgchartz.com/game/24272/f1-championship-season-2000/?region=All
8491;T;7.5;0;http://www.vgchartz.com/game/923/guilty-gear-judgment/?region=All
8492;NA;0;0;http://www.vgchartz.com/game/42108/pen-1-grand-prix-penguin-no-mondai-special/?region=All
8493;NA;NC;NS;No_URL
8494;NA;0;0;http://www.vgchartz.com/game/43690/around-the-world-in-80-days/?region=All
8495;T;0;0;http://www.vgchartz.com/game/5642/robotech-battlecry/?region=All
8496;E;0;0;http://www.vgchartz.com/game/2539/true-swing-golf/?region=All
8497;E;5.7;0;http://www.vgchartz.com/game/6038/zapper-one-wicked-cricket/?region=All
8498;E;6;0;http://www.vgchartz.com/game/15990/bomberman-land/?region=All
8499;E;0;0;http://www.vgchartz.com/game/16075/paws-amp-claws-pet-resort/?region=All
8500;T;0;0;http://www.vgchartz.com/game/1151/kya-dark-lineage/?region=All
8501;NA;0;0;http://www.vgchartz.com/game/223509/dynasty-warriors-8-xtreme-legends/?region=All
8502;E;6.6;0;http://www.vgchartz.com/game/23914/curious-george/?region=All
8503;E;0;0;http://www.vgchartz.com/game/12750/monster-jam/?region=All
8504;E10;0;0;http://www.vgchartz.com/game/31110/medieval-games/?region=All
8505;T;4.1;0;http://www.vgchartz.com/game/50753/stronghold-3/?region=All
8506;NA;NC;NS;No_URL
8507;E;0;0;http://www.vgchartz.com/game/44627/kid-adventures-sky-captain/?region=All
8508;T;0;0;http://www.vgchartz.com/game/1179/lethal-skies-ii/?region=All
8509;E10;0;0;http://www.vgchartz.com/game/49203/doctor-lautrec-and-the-forgotten-knights/?region=All
8510;E;0;0;http://www.vgchartz.com/game/69/disneys-american-dragon-jake-long-attack-of-the-dark-dragon/?region=All
8511;E10;4.5;0;http://www.vgchartz.com/game/13179/godzilla-unleashed/?region=All
8512;NA;NC;NS;No_URL
8513;E;0;0;http://www.vgchartz.com/game/25364/tom-and-jerry-infurnal-escape/?region=All
8514;NA;NC;NS;No_URL
8515;T;0;0;http://www.vgchartz.com/game/70568/warriors-orochi-3/?region=All
8516;T;7.1;0;http://www.vgchartz.com/game/36155/kings-field/?region=All
8517;E;0;0;http://www.vgchartz.com/game/34398/hannah-montana-rock-out-the-show/?region=All
8518;E;0;0;http://www.vgchartz.com/game/27270/lets-ride-sunshine-stables/?region=All
8519;NA;0;0;http://www.vgchartz.com/game/4744/world-stadium-4/?region=All
8520;M;0;0;http://www.vgchartz.com/game/5358/midway-arcade-treasures-2/?region=All
8521;E;0;0;http://www.vgchartz.com/game/5201/hot-wheels-world-race/?region=All
8522;NA;0;0;http://www.vgchartz.com/game/4192/san-goku-shi-taisen-ds/?region=All
8523;NA;0;0;http://www.vgchartz.com/game/3647/kawa-no-nushi-tsuri/?region=All
8524;T;0;0;http://www.vgchartz.com/game/32929/n2o-nitrous-oxide/?region=All
8525;T;0;0;http://www.vgchartz.com/game/1234/magic-the-gathering-battlegrounds/?region=All
8526;T;0;0;http://www.vgchartz.com/game/30392/heroes-over-europe/?region=All
8527;E10;0;0;http://www.vgchartz.com/game/13702/dancing-with-the-stars/?region=All
8528;E;0;0;http://www.vgchartz.com/game/70392/major-league-baseball-2k12/?region=All
8529;E;0;0;http://www.vgchartz.com/game/84171/pro-evolution-soccer-2015/?region=All
8530;T;0;0;http://www.vgchartz.com/game/84866/bladestorm-nightmare/?region=All
8531;NA;0;0;http://www.vgchartz.com/game/2959/otogirisou/?region=All
8532;NA;0;0;http://www.vgchartz.com/game/70368/sd-gundam-g-generation-3d/?region=All
8533;E10;0;0;http://www.vgchartz.com/game/4991/crash-tag-team-racing/?region=All
8534;T;0;0;http://www.vgchartz.com/game/64799/grease-dance/?region=All
8535;T;3.1;0;http://www.vgchartz.com/game/29275/ready-2-rumble-revolution/?region=All
